Country,Export,Import,Total Trade,Trade Balance,Financial Year(start),Mean
DOMINIC REP,108.86,10.81,119.67,98.05,2012,108.86
UZBEKISTAN,108.97,46.54,155.51,62.43,2016,108.97
ZIMBABWE,109.08,60.46,169.54,48.63,2016,109.085
OMAN,109.29,32.46,141.76,76.83,1997,109.29499999999999
TUNISIA,109.65,143.5,253.14,-33.85,2006,109.645
CONGO P REP,109.84,245.94,355.78,-136.11,2020,109.83499999999998
HONDURAS,109.99,17.82,127.82,92.17,2012,109.995
ERITREA,110.26,1.48,111.74,108.78,2007,110.25999999999999
UKRAINE,110.27,235.15,345.41,-124.88,2003,110.26500000000001
GEORGIA,110.4,22.18,132.58,88.22,2018,110.4
AZERBAIJAN,110.42,198.54,308.96,-88.13,2014,110.41499999999999
MYANMAR,110.7,525.96,636.66,-415.27,2005,110.695
LITHUANIA,110.76,262.09,372.86,-151.33,2019,110.765
KOREA DP RP,110.88,87.9,198.78,22.98,2015,110.88
MEXICO,111.08,79.49,190.57,31.58,1997,111.07499999999999
BHUTAN,111.15,151.79,262.94,-40.64,2008,111.15
CHILE,111.2,345.57,456.78,-234.37,2004,111.20499999999998
FINLAND,111.27,270.09,381.37,-158.82,2003,111.275
PORTUGAL,111.45,15.59,127.04,95.86,1997,111.45
CONGO P REP,111.62,43.94,155.56,67.68,2005,111.62
BAHARAIN IS,111.63,74.52,186.15,37.11,2003,111.63
TUNISIA,111.68,62.72,174.4,48.96,2022,111.68
KAZAKHSTAN,111.99,76.78,188.77,35.21,2007,111.99000000000001
MAURITIUS,112.09,23.94,136.04,88.15,2022,112.095
MALDIVES,112.13,6.6,118.74,105.53,2022,112.13499999999999
LATVIA,112.22,52.63,164.85,59.59,2017,112.22
SIERRA LEONE,112.27,11.73,124,100.54,2018,112.27000000000001
CAMBODIA,112.28,11.9,124.18,100.38,2012,112.28
CROATIA,112.44,36,148.44,76.44,2015,112.44
MOROCCO,112.48,362.16,474.65,-249.68,2004,112.48499999999999
GUATEMALA,112.68,40.18,152.86,72.49,2010,112.67500000000001
BURKINA FASO,112.76,151.64,264.4,-38.88,2014,112.75999999999999
LEBANON,112.81,10,122.81,102.81,2022,112.81
CONGO P REP,112.91,587.5,700.42,-474.59,2019,112.91499999999999
ZIMBABWE,113.15,11.62,124.77,101.53,2010,113.15
MYANMAR,113.19,405.91,519.11,-292.72,2004,113.195
HONDURAS,113.21,1.7,114.91,111.51,2006,113.21000000000001
BOLIVIA,113.46,845.88,959.35,-732.42,2019,113.46500000000003
GREECE,113.49,22,135.49,91.48,2000,113.48500000000001
COSTA RICA,113.88,47.25,161.13,66.63,2020,113.88
UZBEKISTAN,114.07,31.5,145.56,82.57,2013,114.065
CROATIA,114.64,24.09,138.73,90.55,2011,114.63999999999999
BURKINA FASO,114.94,256.42,371.36,-141.48,2016,114.94000000000001
PUERTO RICO,115,50.17,165.17,64.84,2015,115.005
SIERRA LEONE,115.37,24.49,139.86,90.88,2019,115.37
TANZANIA REP,115.46,91.15,206.61,24.31,2002,115.46000000000001
LATVIA,115.52,158.44,273.97,-42.92,2018,115.525
MAURITANIA,115.59,15.77,131.36,99.83,2018,115.595
LATVIA,115.6,39.65,155.25,75.95,2016,115.6
ETHIOPIA,115.94,11.42,127.36,104.53,2006,115.945
ESTONIA,116.48,231.74,348.22,-115.27,2011,116.47500000000002
CONGO P REP,116.69,198.81,315.49,-82.12,2017,116.685
KENYA,116.73,21.02,137.75,95.71,1999,116.72999999999999
AUSTRIA,117.15,262.34,379.49,-145.2,2004,117.14500000000001
MALTA,117.95,0.93,118.88,117.02,2003,117.94999999999999
BOLIVIA,117.95,"2,072.54","2,190.49","-1,954.58",2021,117.95499999999993
ZAMBIA,118.45,32.09,150.54,86.36,2010,118.44999999999999
OMAN,118.55,22.68,141.22,95.87,1998,118.545
PHILIPPINES,118.74,37.25,155.99,81.48,1998,118.73500000000001
BHUTAN,118.86,153.11,271.98,-34.25,2009,118.86500000000001
LATVIA,119.25,265.54,384.79,-146.29,2019,119.25000000000001
SLOVENIA,119.47,57.73,177.2,61.74,2007,119.47
GUATEMALA,119.74,5.54,125.28,114.2,2022,119.74000000000001
LIBYA,120.05,7.45,127.5,112.6,2016,120.05
NIGER,120.21,20.24,140.46,99.97,2017,120.215
GAMBIA,120.23,58.67,178.9,61.55,2017,120.225
CHILE,120.56,72.06,192.61,48.5,1997,120.555
KAZAKHSTAN,120.88,521.29,642.16,-400.41,2016,120.87499999999997
CAMEROON,121.18,138.1,259.27,-16.92,2010,121.17499999999998
SYRIA,121.23,8.84,130.06,112.39,2002,121.225
MALTA,121.31,15.83,137.13,105.48,2005,121.305
SOMALIA,121.39,7.72,129.11,113.68,2007,121.39500000000001
CAMBODIA,121.41,55.84,177.24,65.57,2017,121.405
ECUADOR,121.46,169.11,290.58,-47.65,2010,121.46499999999999
BELARUS,121.72,178.17,299.89,-56.45,2011,121.72
SYRIA,121.74,32.25,153.99,89.49,2016,121.74000000000001
GEORGIA,121.74,58.91,180.65,62.83,2011,121.74000000000001
LIBYA,121.96,100.64,222.6,21.33,2017,121.965
TOGO,122.01,76.11,198.12,45.9,2006,122.01
ALGERIA,122.15,4.47,126.62,117.68,2003,122.15
SUDAN,122.19,13.42,135.61,108.77,2001,122.19
COTE D' IVOIRE,122.33,298.17,420.5,-175.85,2009,122.325
MALDIVES,122.36,6.29,128.65,116.08,2012,122.36500000000001
NEPAL,122.41,144.85,267.26,-22.44,1998,122.41
LIBYA,122.58,8.86,131.44,113.72,2015,122.58
PANAMA REPUBLIC,123.22,135.64,258.85,-12.42,2008,123.21500000000002
BAHAMAS,123.5,0.67,124.17,122.83,2014,123.5
MALI,123.6,114.14,237.74,9.46,2017,123.60000000000001
MADAGASCAR,123.63,82.75,206.38,40.88,2011,123.63
AZERBAIJAN,123.89,"1,136.83","1,260.72","-1,012.94",2013,123.88999999999999
KOREA DP RP,123.91,9.33,133.24,114.58,2004,123.91
KENYA,123.91,20.95,144.86,102.96,1997,123.91
RWANDA,124.05,4.1,128.15,119.95,2019,124.05000000000001
CROATIA,124.13,25.36,149.49,98.77,2016,124.13
PANAMA REPUBLIC,124.16,188.47,312.63,-64.32,2010,124.155
GEORGIA,124.16,57.53,181.69,66.63,2012,124.16
SYRIA,124.26,15.31,139.57,108.96,2020,124.26499999999999
TUNISIA,124.29,155.25,279.54,-30.95,2007,124.29500000000002
MALDIVES,124.6,18.89,143.49,105.71,2011,124.6
PORTUGAL,124.65,8.66,133.31,115.99,1999,124.65
UZBEKISTAN,124.9,31.85,156.75,93.05,2012,124.9
PARAGUAY,125.03,155.28,280.31,-30.24,2016,125.035
ECUADOR,125.23,32.26,157.5,92.97,2008,125.235
KAZAKHSTAN,125.37,907.43,"1,032.81",-782.06,2017,125.375
VIETNAM SOC REP,125.43,9.14,134.57,116.29,1998,125.43
PERU,125.64,127.41,253.05,-1.77,2006,125.64
DOMINIC REP,125.7,12.5,138.2,113.21,2013,125.70499999999998
VENEZUELA,126.08,748.9,874.97,-622.82,2006,126.07499999999999
VIETNAM SOC REP,126.6,8.73,135.34,117.87,1997,126.605
COSTA RICA,126.63,48.71,175.33,77.92,2019,126.625
PARAGUAY,126.96,25.28,152.24,101.68,2019,126.96000000000001
LIBERIA,127.02,21.02,148.04,106,2012,127.02
MOROCCO,127.11,199.65,326.77,-72.54,2002,127.11499999999998
LITHUANIA,127.38,212.13,339.51,-84.76,2018,127.375
MOROCCO,127.51,456.37,583.88,-328.86,2005,127.50999999999999
MOZAMBIQUE,127.54,50.61,178.15,76.93,2005,127.54
RWANDA,127.87,7.55,135.42,120.32,2021,127.86999999999999
MALDIVES,127.91,3.97,131.88,123.93,2008,127.905
JORDAN,128.25,355.89,484.13,-227.64,2004,128.245
QATAR,128.44,187.05,315.49,-58.61,2003,128.44
DJIBOUTI,128.63,3.12,131.74,125.51,2004,128.625
LIBYA,128.68,684.61,813.29,-555.93,2008,128.68
ANGOLA,128.68,941.83,"1,070.51",-813.15,2022,128.68
ZIMBABWE,129.32,2.89,132.21,126.44,2011,129.325
GAMBIA,129.59,38.41,168,91.19,2020,129.595
NORWAY,130.2,289.34,419.55,-159.14,2005,130.205
MEXICO,130.2,92.02,222.23,38.18,1998,130.20499999999998
GUINEA,130.3,685.75,816.05,-555.44,2007,130.30499999999995
VENEZUELA,130.65,"5,701.81","5,832.47","-5,571.16",2015,130.6550000000002
MALI,130.69,18.31,148.99,112.38,2018,130.685
IRAQ,131.19,1.12,132.31,130.07,2004,131.19
LEBANON,131.33,6.78,138.11,124.55,2009,131.33
KAZAKHSTAN,131.68,159.03,290.7,-27.35,2008,131.67499999999998
ZAMBIA,131.85,73.21,205.06,58.63,2007,131.845
GUINEA,131.94,262.23,394.16,-130.29,2011,131.935
LIBYA,131.99,969.09,"1,101.08",-837.1,2010,131.98999999999995
AUSTRIA,132.01,456.84,588.85,-324.83,2006,132.01000000000002
GAMBIA,132.33,40.95,173.28,91.38,2019,132.32999999999998
AUSTRIA,132.47,344.02,476.49,-211.55,2005,132.47
UZBEKISTAN,132.72,101.67,234.39,31.05,2017,132.72
LEBANON,132.75,13.2,145.95,119.55,2008,132.75
OMAN,132.77,62.24,195.01,70.53,1999,132.76999999999998
CONGO P REP,132.88,405.65,538.53,-272.77,2018,132.88
LATVIA,132.93,134.64,267.57,-1.72,2021,132.92499999999998
BRAZIL,133.29,195.81,329.1,-62.52,1998,133.29000000000002
COSTA RICA,133.57,67.28,200.85,66.28,2017,133.565
LIBERIA,133.88,32.2,166.08,101.69,2015,133.885
CROATIA,133.96,18.05,152.01,115.9,2012,133.95499999999998
MALI,134.12,78.59,212.72,55.53,2014,134.125
POLAND,134.21,49.05,183.26,85.15,2003,134.20499999999998
RWANDA,134.29,6.67,140.96,127.62,2020,134.29000000000002
PUERTO RICO,134.44,52.45,186.89,81.99,2019,134.44
COSTA RICA,134.76,62.21,196.97,72.56,2015,134.765
LITHUANIA,134.89,203.37,338.26,-68.48,2011,134.89
HONDURAS,134.97,22.16,157.13,112.81,2016,134.97
BRAZIL,135.02,330.89,465.92,-195.87,1999,135.025
TRINIDAD,135.8,174.96,310.76,-39.16,2007,135.8
IRELAND,135.81,97.98,233.8,37.83,2002,135.815
CONGO P REP,135.82,156.52,292.34,-20.69,2016,135.825
LIBYA,135.98,"1,230.67","1,366.65","-1,094.69",2007,135.98000000000002
GREECE,135.99,10.34,146.34,125.65,1998,135.995
FINLAND,136.12,292.08,428.19,-155.96,2022,136.115
COSTA RICA,136.15,50.56,186.71,85.6,2018,136.155
CONGO P REP,136.27,59.94,196.22,76.33,2006,136.275
KAZAKHSTAN,136.54,154.91,291.44,-18.37,2009,136.535
SYRIA,136.83,40.54,177.37,96.29,2015,136.83
SLOVAK REP,136.9,137.04,273.94,-0.13,2014,136.905
MALTA,137.23,22.37,159.6,114.86,2016,137.23
SLOVAK REP,137.51,64.64,202.16,72.87,2015,137.515
SLOVAK REP,138.42,54.84,193.25,83.58,2019,138.415
PUERTO RICO,138.42,39.05,177.47,99.38,2018,138.425
CROATIA,139.14,9.72,148.86,129.42,2013,139.14
CYPRUS,139.85,74.32,214.17,65.53,2021,139.85
LITHUANIA,140.3,18.8,159.1,121.5,2022,140.3
MYANMAR,140.44,782.65,923.09,-642.21,2006,140.44
URUGUAY,140.68,31.43,172.11,109.26,2011,140.685
NEPAL,140.84,255.08,395.92,-114.25,2000,140.835
MEXICO,140.89,96.49,237.38,44.4,1999,140.89
DOMINIC REP,140.91,290.66,431.57,-149.74,2014,140.915
KENYA,140.93,19.02,159.95,121.91,2000,140.93
CAMBODIA,141.31,12.72,154.04,128.59,2013,141.315
COTE D' IVOIRE,141.73,179.39,321.12,-37.65,2006,141.735
NEW ZEALAND,141.9,216.63,358.53,-74.73,2005,141.89999999999998
CROATIA,141.91,42.81,184.71,99.1,2020,141.905
CAMBODIA,142.53,17.96,160.49,124.57,2014,142.53
AFGHANISTAN,142.67,58.42,201.09,84.24,2005,142.665
VENEZUELA,142.8,389.91,532.7,-247.11,2007,142.79500000000002
CAMBODIA,143.01,54.43,197.44,88.57,2015,143.005
KAZAKHSTAN,143.13,708.78,851.91,-565.65,2018,143.13
PAKISTAN IR,143.15,44.45,187.6,98.7,1997,143.15
URUGUAY,143.19,24.41,167.6,118.78,2012,143.19
BRAZIL,143.36,199.21,342.57,-55.85,1997,143.35999999999999
TOGO,143.42,135.24,278.66,8.18,2008,143.42000000000002
PHILIPPINES,143.53,56.24,199.78,87.29,1999,143.535
FINLAND,143.54,388.81,532.35,-245.27,2004,143.54000000000002
PAKISTAN IR,144.01,64.76,208.76,79.25,2001,144.005
SLOVENIA,144.6,64.3,208.9,80.3,2022,144.6
OMAN,144.62,6.34,150.95,138.28,2000,144.615
SOMALIA,144.72,3.49,148.21,141.23,2011,144.72
SENEGAL,144.82,216.28,361.1,-71.45,2008,144.82500000000002
RWANDA,144.9,6.68,151.58,138.22,2018,144.9
KENYA,145.2,36.21,181.4,108.99,1998,145.195
AFGHANISTAN,145.47,40.51,185.98,104.96,2003,145.47
BULGARIA,145.53,93.72,239.26,51.81,2015,145.535
UGANDA,145.7,139.24,284.94,6.45,2022,145.695
SLOVAK REP,145.96,57.42,203.38,88.54,2018,145.96
MALI,146.14,38.07,184.21,108.07,2019,146.14
SLOVAK REP,146.15,68.53,214.68,77.62,2016,146.15
HONDURAS,146.17,13.32,159.49,132.85,2017,146.17000000000002
LIBERIA,146.3,7.65,153.96,138.65,2016,146.305
CROATIA,146.43,20.01,166.44,126.42,2022,146.43
SWEDEN,146.48,238.79,385.27,-92.32,1999,146.475
PORTUGAL,146.7,11.99,158.68,134.71,2000,146.695
HUNGARY,146.9,93.14,240.04,53.76,2022,146.9
CROATIA,146.97,57.18,204.15,89.79,2019,146.97
CONGO D. REP.,147.29,,,,2012,0.0
LITHUANIA,147.43,45.91,193.34,101.52,2012,147.43
COSTA RICA,147.5,63.28,210.78,84.22,2021,147.5
AFGHANISTAN,147.56,94.03,241.58,53.53,2022,147.555
URUGUAY,147.69,57.24,204.93,90.45,2019,147.69
YEMEN REPUBLC,147.74,47.81,195.55,99.93,2001,147.74
PORTUGAL,147.84,14,161.84,133.84,2001,147.84
MALAWI,148.26,22.83,171.09,125.43,2011,148.26
BURKINA FASO,148.35,632.57,780.92,-484.22,2017,148.34999999999997
IRELAND,148.54,583.17,731.71,-434.64,2022,148.53500000000003
GREECE,148.7,22.81,171.51,125.88,2002,148.695
CAMEROON,148.79,359.11,507.9,-210.33,2016,148.78499999999997
ALGERIA,148.84,332.79,481.62,-183.95,2022,148.835
OMAN,148.99,8.48,157.47,140.5,2001,148.985
GIBRALTAR,149.08,11.57,160.65,137.51,2010,149.07999999999998
TRINIDAD,149.15,57.68,206.83,91.47,2009,149.15
RWANDA,149.27,1.21,150.47,148.06,2014,149.265
SWEDEN,149.61,200.22,349.83,-50.61,1998,149.60999999999999
MALAWI,150.42,107.71,258.13,42.71,2021,150.42
URUGUAY,150.73,161.49,312.22,-10.76,2021,150.73000000000002
IRELAND,150.93,131.13,282.06,19.8,2003,150.93
MALAWI,150.96,7.07,158.03,143.89,2020,150.95999999999998
JORDAN,150.99,230.27,381.26,-79.28,2003,150.99
NEPAL,151.23,188.63,339.86,-37.41,1999,151.22500000000002
CONGO P REP,151.41,104.51,255.92,46.9,2007,151.41
BENIN,151.41,80.18,231.6,71.23,2006,151.415
ANGOLA,151.66,3.25,154.91,148.41,2005,151.66
DENMARK,151.86,120.61,272.47,31.24,2001,151.85500000000002
PANAMA REPUBLIC,151.88,32.95,184.83,118.94,2020,151.885
KAZAKHSTAN,151.91,352.93,504.84,-201.02,2015,151.90999999999997
IRAN,152.05,"1,089.46","1,241.51",-937.4,1999,152.055
SIERRA LEONE,152.11,8.71,160.81,143.4,2020,152.10500000000002
CHILE,152.15,434.5,586.65,-282.35,2005,152.14999999999998
SENEGAL,152.18,73.16,225.34,79.02,2006,152.18
MALDIVES,152.38,4.32,156.7,148.06,2014,152.38
SLOVAK REP,152.46,95.2,247.66,57.26,2017,152.46
URUGUAY,152.9,17.71,170.62,135.19,2015,152.905
ZIMBABWE,153.19,34.54,187.73,118.65,2012,153.19
ECUADOR,153.2,563.77,716.97,-410.57,2015,153.20000000000002
GAMBIA,153.27,43.49,196.76,109.78,2021,153.26999999999998
MALAWI,153.3,43.11,196.4,110.19,2012,153.29500000000002
SYRIA,153.32,25.66,178.98,127.65,2017,153.315
CROATIA,153.79,38.92,192.71,114.87,2018,153.79000000000002
UGANDA,153.8,15.12,168.92,138.68,2007,153.8
LIBYA,153.91,70.52,224.43,83.4,2020,153.91500000000002
BURKINA FASO,153.94,542.67,696.61,-388.72,2019,153.945
SWEDEN,154.27,402.21,556.48,-247.94,2001,154.27
KUWAIT,154.3,"1,310.69","1,464.99","-1,156.39",1999,154.29999999999995
VIETNAM SOC REP,154.37,11.52,165.89,142.84,1999,154.365
MADAGASCAR,154.42,72.88,227.3,81.54,2012,154.42000000000002
ETHIOPIA,154.55,23.09,177.64,131.46,2022,154.55
SYRIA,154.59,14.17,168.76,140.42,2018,154.58999999999997
ANGOLA,154.63,"2,596.49","2,751.12","-2,441.86",2016,154.62999999999988
HONDURAS,155.05,15.91,170.97,139.14,2015,155.055
IRAQ,155.94,2.05,157.99,153.89,2005,155.94
SLOVAK REP,155.97,35.58,191.55,120.39,2020,155.97
KENYA,156.01,31.94,187.95,124.07,2001,156.01
PUERTO RICO,156.21,29.11,185.32,127.11,2020,156.215
BAHARAIN IS,156.46,121.87,278.33,34.59,2004,156.45999999999998
GAMBIA,156.61,45.05,201.66,111.56,2018,156.61
LIBYA,156.76,146.16,302.92,10.61,2018,156.76500000000001
BULGARIA,156.98,90.09,247.07,66.88,2012,156.975
ZIMBABWE,158.06,12.5,170.56,145.56,2013,158.06
DENMARK,158.73,90.76,249.5,67.97,1997,158.735
KOREA DP RP,158.75,1.08,159.83,157.67,2003,158.75
NEW ZEALAND,158.82,335.94,494.76,-177.12,2007,158.82
BULGARIA,158.9,144.06,302.96,14.84,2019,158.89999999999998
YEMEN REPUBLC,158.94,15.32,174.26,143.62,2000,158.94
IRAN,159.12,473.73,632.85,-314.62,1998,159.115
COSTA RICA,159.31,58.83,218.15,100.48,2016,159.315
SYRIA,159.33,15.34,174.67,143.99,2019,159.32999999999998
URUGUAY,159.45,24.98,184.43,134.48,2017,159.45499999999998
KOREA DP RP,160.07,3.19,163.26,156.87,2001,160.065
SLOVENIA,160.7,75.18,235.88,85.52,2008,160.7
PARAGUAY,160.71,20.97,181.68,139.73,2018,160.70499999999998
PARAGUAY,160.81,15.61,176.43,145.2,2020,160.815
URUGUAY,160.98,20.42,181.4,140.57,2013,160.985
CONGO P REP,161.02,"1,309.73","1,470.76","-1,148.71",2021,161.02499999999998
MAURITIUS,161.12,2.01,163.13,159.11,1998,161.12
ZIMBABWE,161.13,13.59,174.72,147.54,2019,161.13
EL SALVADOR,162.06,4.11,166.18,157.95,2021,162.065
PORTUGAL,162.12,14.96,177.07,147.16,2002,162.115
MAURITIUS,162.91,3.26,166.17,159.64,2001,162.90499999999997
HONDURAS,163.38,12.56,175.94,150.81,2020,163.375
TOGO,163.51,69.37,232.88,94.13,2009,163.505
ZIMBABWE,163.54,62.2,225.74,101.34,2017,163.54000000000002
LITHUANIA,163.66,321.05,484.71,-157.38,2020,163.665
COTE D' IVOIRE,163.73,219.77,383.5,-56.04,2022,163.73
LIBYA,163.74,70.14,233.87,93.6,2014,163.735
YEMEN REPUBLC,163.75,42.24,205.99,121.51,2002,163.75
GEORGIA,163.91,196.64,360.55,-32.73,2021,163.91
MAURITIUS,164.36,16.13,180.5,148.23,2002,164.365
MOROCCO,164.45,489.98,654.43,-325.53,2006,164.45
KUWAIT,164.67,"1,501.09","1,665.76","-1,336.43",1998,164.66499999999996
VENEZUELA,164.77,"7,258.95","7,423.72","-7,094.18",2018,164.76999999999998
AFGHANISTAN,165.44,47.01,212.44,118.43,2004,165.435
TRINIDAD,165.48,68.42,233.9,97.06,2014,165.48000000000002
PANAMA REPUBLIC,165.6,306.12,471.72,-140.52,2006,165.60000000000002
SWEDEN,165.95,274.48,440.43,-108.53,1997,165.95
CONGO P REP,166.66,201.64,368.3,-34.99,2015,166.655
HONDURAS,166.72,18.25,184.97,148.47,2018,166.72
MADAGASCAR,167.19,95.29,262.48,71.9,2014,167.19
CONGO D. REP.,167.29,7.39,174.68,159.9,2022,167.29000000000002
MALTA,167.91,34.45,202.36,133.46,2013,167.91000000000003
BULGARIA,168.1,93.65,261.75,74.45,2013,168.1
PARAGUAY,168.43,166.9,335.33,1.54,2017,168.435
NEW ZEALAND,168.49,118.41,286.9,50.07,2022,168.48499999999999
CROATIA,168.68,32.05,200.73,136.62,2017,168.675
CAMBODIA,168.86,39.35,208.21,129.51,2020,168.86
PORTUGAL,169.89,13.87,183.76,156.02,2003,169.89
TURKEY,169.9,98.58,268.48,71.32,1998,169.9
NEPAL,170.05,95.16,265.21,74.9,1997,170.055
BULGARIA,170.35,125.38,295.72,44.97,2020,170.34500000000003
UZBEKISTAN,170.44,55.86,226.31,114.58,2014,170.445
ROMANIA,170.46,291.82,462.27,-121.36,2006,170.45499999999998
KOREA DP RP,170.61,19.3,189.92,151.31,2000,170.615
MAURITIUS,170.77,3.93,174.69,166.84,1999,170.765
SLOVAK REP,171.13,101.86,272.99,69.27,2021,171.13
IRAN,171.66,633.01,804.66,-461.35,1997,171.65499999999997
KAZAKHSTAN,172.16,138.42,310.59,33.74,2010,172.165
BOTSWANA,172.69,461.72,634.41,-289.04,2020,172.68499999999997
BULGARIA,173.24,141.94,315.18,31.29,2017,173.235
LIBYA,173.53,13.6,187.14,159.93,2004,173.535
GREECE,173.59,45.94,219.53,127.64,2022,173.585
TANZANIA REP,173.88,131.65,305.53,42.23,2004,173.88
DENMARK,174.38,142.5,316.88,31.88,2000,174.38
DOMINIC REP,175.01,478.62,653.63,-303.61,2015,175.01
ZIMBABWE,175.72,5.71,181.42,170.01,2020,175.71499999999997
TANZANIA REP,175.78,109.32,285.1,66.46,2003,175.78
VENEZUELA,176,"5,209.96","5,385.96","-5,033.96",2010,176.0
BHUTAN,176.03,201.57,377.6,-25.54,2010,176.03
LEBANON,176.1,18.31,194.4,157.79,2010,176.095
MALAWI,176.13,64.31,240.44,111.83,2015,176.135
SWEDEN,176.16,238.19,414.35,-62.03,2000,176.16000000000003
SWEDEN,176.29,517.56,693.85,-341.27,2002,176.29000000000002
POLAND,176.3,90.37,266.66,85.93,2004,176.29500000000002
CROATIA,176.39,28.65,205.04,147.75,2014,176.39499999999998
CZECH REPUBLIC,177.76,562.45,740.21,-384.7,2009,177.75500000000002
CAMEROON,178.25,343.2,521.46,-164.95,2018,178.25500000000002
BOTSWANA,178.31,974.48,"1,152.79",-796.16,2018,178.315
KUWAIT,178.37,889.79,"1,068.16",-711.43,1997,178.36500000000007
MALAWI,178.42,41.33,219.76,137.09,2016,178.425
MYANMAR,178.58,199.7,378.28,-21.13,2022,178.575
BOTSWANA,178.74,744,922.74,-565.26,2019,178.74
SIERRA LEONE,178.8,16.92,195.72,161.88,2021,178.8
LIBERIA,178.81,141.21,320.02,37.6,2018,178.81
JORDAN,178.98,470.9,649.88,-291.92,2006,178.98
MALDIVES,179.07,4.29,183.36,174.78,2015,179.07
NORWAY,179.35,961.49,"1,140.84",-782.15,2010,179.34499999999997
NORWAY,179.62,261.69,441.31,-82.07,2022,179.62
UZBEKISTAN,180.21,66.85,247.06,113.36,2019,180.21
CZECH REPUBLIC,180.28,447.73,628,-267.45,2007,180.275
MAURITIUS,180.64,6.03,186.67,174.61,1997,180.64
URUGUAY,180.99,42.96,223.95,138.03,2018,180.99
BURKINA FASO,181.44,881.27,"1,062.71",-699.83,2018,181.44
CONGO D. REP.,181.45,47.29,228.75,134.16,2013,181.45499999999998
ZIMBABWE,181.72,7.79,189.51,173.93,2018,181.72
AFGHANISTAN,182.11,34.37,216.48,147.73,2006,182.105
SOMALIA,182.32,12.54,194.86,169.78,2012,182.32
GHANA,182.67,32.93,215.6,149.74,2003,182.67000000000002
GHANA,183.08,51.28,234.36,131.81,2004,183.085
KOREA DP RP,183.13,4.7,187.83,178.43,2002,183.13
CZECH REPUBLIC,183.3,491.87,675.17,-308.56,2008,183.30499999999998
AUSTRIA,183.41,585.94,769.36,-402.53,2007,183.41500000000002
DENMARK,183.67,143.36,327.03,40.31,2002,183.67
VENEZUELA,183.96,"2,885.76","3,069.72","-2,701.81",2009,183.95499999999993
NORWAY,184.18,768.7,952.88,-584.52,2006,184.18
SIERRA LEONE,184.23,5.8,190.02,178.43,2012,184.22500000000002
LIBYA,184.4,43.09,227.49,141.31,2019,184.4
VENEZUELA,184.51,"4,217.05","4,401.56","-4,032.53",2008,184.5150000000001
BAHARAIN IS,184.52,471.23,655.75,-286.7,2006,184.525
JORDAN,184.97,442.33,627.3,-257.37,2005,184.96499999999997
MALAWI,185.09,31.76,216.85,153.33,2019,185.09
INDONESIA,185.27,829.1,"1,014.37",-643.84,1998,185.265
HONDURAS,185.34,19.32,204.66,166.02,2019,185.34
MYANMAR,185.82,808.63,994.45,-622.81,2007,185.82000000000005
ARGENTINA,186.32,539.59,725.91,-353.28,2004,186.315
DENMARK,186.54,99.7,286.24,86.84,1998,186.54000000000002
KOREA DP RP,186.8,12.48,199.29,174.32,2013,186.805
PAKISTAN IR,186.83,64.03,250.86,122.81,2000,186.835
MALI,186.97,13.97,200.94,173.01,2020,186.975
SLOVENIA,187.42,92,279.43,95.42,2010,187.425
HONDURAS,187.56,25.31,212.87,162.25,2014,187.56
URUGUAY,187.8,13.45,201.25,174.35,2016,187.8
SYRIA,187.89,28.34,216.23,159.55,2014,187.89
CAMBODIA,188.12,46.69,234.81,141.43,2019,188.12
BENIN,188.56,127.5,316.06,61.05,2022,188.555
NEW ZEALAND,188.62,423.74,612.36,-235.12,2008,188.62
SENEGAL,188.7,237.03,425.73,-48.33,2009,188.70000000000002
TURKEY,189.44,96.56,285.99,92.88,1999,189.435
LEBANON,190.38,27.95,218.33,162.42,2020,190.375
NEW ZEALAND,190.59,625.21,815.8,-434.61,2010,190.59499999999997
CAMEROON,190.99,557.54,748.53,-366.55,2015,190.98999999999998
GUATEMALA,191.29,6.71,198,184.57,2011,191.285
UNSPECIFIED,191.85,"24,807.23","24,999.08","-24,615.38",2005,191.85000000000036
MOZAMBIQUE,192.25,28.66,220.91,163.59,2006,192.25
BAHARAIN IS,192.25,189.56,381.81,2.69,2005,192.25
SLOVENIA,192.58,118.14,310.72,74.44,2009,192.58
BAHARAIN IS,193.19,289.86,483.05,-96.67,2022,193.19
MALTA,193.67,31.5,225.17,162.16,2022,193.665
CAMEROON,193.94,212.82,406.76,-18.87,2017,193.945
FINLAND,194.36,609.79,804.14,-415.43,2006,194.355
MALTA,195.86,15.95,211.81,179.92,2017,195.865
MALDIVES,195.88,24.49,220.36,171.39,2020,195.875
CAMBODIA,195.98,42.63,238.61,153.35,2018,195.98000000000002
CONGO P REP,196.2,545.2,741.4,-349,2009,196.2
GUINEA,196.22,"1,015.11","1,211.33",-818.88,2022,196.22499999999997
MADAGASCAR,196.38,293.11,489.49,-96.73,2018,196.38
CAMEROON,196.39,523.21,719.61,-326.82,2011,196.395
BURKINA FASO,196.64,425.44,622.09,-228.8,2021,196.645
DOMINIC REP,196.92,645.81,842.73,-448.9,2017,196.91500000000002
VENEZUELA,196.96,"13,940.13","14,137.09","-13,743.17",2013,196.96000000000004
MADAGASCAR,197.05,141.74,338.78,55.31,2015,197.045
ECUADOR,197.73,355.99,553.73,-158.26,2016,197.735
MALDIVES,197.79,9.17,206.97,188.62,2016,197.79500000000002
SENEGAL,198.21,149.83,348.04,48.39,2007,198.215
